Company,Ticker,Ex-Date,Event Type,Value/Ratio
BBVA,BBVA.MC,2016-01-12,Dividend/Bonus Issue,0.08
BBVA,BBVA.MC,2016-04-05,Dividend/Bonus Issue,0.129
BBVA,BBVA.MC,2016-07-06,Dividend/Bonus Issue,0.08
BBVA,BBVA.MC,2016-10-03,Dividend/Bonus Issue,0.08
BBVA,BBVA.MC,2017-01-10,Dividend/Bonus Issue,0.08
BBVA,BBVA.MC,2017-04-03,Dividend/Bonus Issue,0.131
BBVA,BBVA.MC,2017-10-06,Dividend/Bonus Issue,0.09
BBVA,BBVA.MC,2018-04-06,Dividend/Bonus Issue,0.15
BBVA,BBVA.MC,2018-10-08,Dividend/Bonus Issue,0.1
BBVA,BBVA.MC,2019-04-08,Dividend/Bonus Issue,0.16
BBVA,BBVA.MC,2019-10-11,Dividend/Bonus Issue,0.1
BBVA,BBVA.MC,2020-04-07,Dividend/Bonus Issue,0.16
BBVA,BBVA.MC,2021-04-27,Dividend/Bonus Issue,0.059
BBVA,BBVA.MC,2021-10-08,Dividend/Bonus Issue,0.08
BBVA,BBVA.MC,2022-04-06,Dividend/Bonus Issue,0.23
BBVA,BBVA.MC,2022-10-07,Dividend/Bonus Issue,0.12
BBVA,BBVA.MC,2023-04-03,Dividend/Bonus Issue,0.31
BBVA,BBVA.MC,2023-10-09,Dividend/Bonus Issue,0.16
BBVA,BBVA.MC,2024-04-08,Dividend/Bonus Issue,0.39
BBVA,BBVA.MC,2024-10-08,Dividend/Bonus Issue,0.29
BBVA,BBVA.MC,2025-04-08,Dividend/Bonus Issue,0.41
BBVA,BBVA.MC,2025-11-05,Dividend/Bonus Issue,0.32
Banco Sabadell,SAB.MC,2010-04-23,Stock Split,1.0188679245283019
Banco Sabadell,SAB.MC,2010-12-20,Dividend/Bonus Issue,0.054353
Banco Sabadell,SAB.MC,2011-04-19,Dividend/Bonus Issue,0.036235
Banco Sabadell,SAB.MC,2011-09-06,Dividend/Bonus Issue,0.030196
Banco Sabadell,SAB.MC,2012-06-01,Stock Split,1.0355315520181922
Banco Sabadell,SAB.MC,2012-06-08,Dividend/Bonus Issue,0.036234
Banco Sabadell,SAB.MC,2013-03-27,Stock Split,1.0129357738826725
Banco Sabadell,SAB.MC,2013-04-05,Dividend/Bonus Issue,0.007341
Banco Sabadell,SAB.MC,2014-03-28,Stock Split,1.008984725965858
Banco Sabadell,SAB.MC,2014-04-03,Dividend/Bonus Issue,0.007951
Banco Sabadell,SAB.MC,2015-06-02,Dividend/Bonus Issue,0.037802
Banco Sabadell,SAB.MC,2015-06-08,Stock Split,1.004275696938601
Banco Sabadell,SAB.MC,2016-04-05,Dividend/Bonus Issue,0.046724
Banco Sabadell,SAB.MC,2016-04-07,Stock Split,1.012012012012012
Banco Sabadell,SAB.MC,2016-12-28,Dividend/Bonus Issue,0.019702
Banco Sabadell,SAB.MC,2017-04-05,Dividend/Bonus Issue,0.029554
Banco Sabadell,SAB.MC,2017-12-27,Dividend/Bonus Issue,0.019702
Banco Sabadell,SAB.MC,2018-04-25,Dividend/Bonus Issue,0.049256
Banco Sabadell,SAB.MC,2018-12-24,Dividend/Bonus Issue,0.019702
Banco Sabadell,SAB.MC,2019-04-03,Dividend/Bonus Issue,0.009851
Banco Sabadell,SAB.MC,2019-12-20,Stock Split,1.0151049005130832
Banco Sabadell,SAB.MC,2020-04-01,Dividend/Bonus Issue,0.02
Banco Sabadell,SAB.MC,2022-03-30,Dividend/Bonus Issue,0.03
Banco Sabadell,SAB.MC,2022-12-28,Dividend/Bonus Issue,0.02
Banco Sabadell,SAB.MC,2023-03-29,Dividend/Bonus Issue,0.02
Banco Sabadell,SAB.MC,2023-12-27,Dividend/Bonus Issue,0.03
Banco Sabadell,SAB.MC,2024-04-16,Dividend/Bonus Issue,0.03
Banco Sabadell,SAB.MC,2024-09-27,Dividend/Bonus Issue,0.08
Banco Sabadell,SAB.MC,2025-03-26,Dividend/Bonus Issue,0.1244
Banco Sabadell,SAB.MC,2025-08-27,Dividend/Bonus Issue,0.07
Banco Sabadell,SAB.MC,2025-12-23,Dividend/Bonus Issue,0.07
Banco Santander,SAN.MC,2010-02-01,Dividend/Bonus Issue,0.114125
Banco Santander,SAN.MC,2010-05-03,Dividend/Bonus Issue,0.205921
Banco Santander,SAN.MC,2010-08-02,Dividend/Bonus Issue,0.125537
Banco Santander,SAN.MC,2010-10-15,Dividend/Bonus Issue,0.110467
Banco Santander,SAN.MC,2011-01-17,Stock Split,1.0153846153846153
Banco Santander,SAN.MC,2011-05-02,Dividend/Bonus Issue,0.215629
Banco Santander,SAN.MC,2011-08-01,Dividend/Bonus Issue,0.127468
Banco Santander,SAN.MC,2011-10-17,Dividend/Bonus Issue,0.118764
Banco Santander,SAN.MC,2012-01-16,Dividend/Bonus Issue,0.112166
Banco Santander,SAN.MC,2012-04-13,Dividend/Bonus Issue,0.207366
Banco Santander,SAN.MC,2012-07-13,Dividend/Bonus Issue,0.143271
Banco Santander,SAN.MC,2012-10-17,Dividend/Bonus Issue,0.141386
Banco Santander,SAN.MC,2013-01-15,Dividend/Bonus Issue,0.143271
Banco Santander,SAN.MC,2013-04-12,Dividend/Bonus Issue,0.141386
Banco Santander,SAN.MC,2013-07-15,Dividend/Bonus Issue,0.141386
Banco Santander,SAN.MC,2013-10-16,Dividend/Bonus Issue,0.144214
Banco Santander,SAN.MC,2014-01-15,Dividend/Bonus Issue,0.143271
Banco Santander,SAN.MC,2014-04-09,Dividend/Bonus Issue,0.11095
Banco Santander,SAN.MC,2014-07-15,Dividend/Bonus Issue,0.143271
Banco Santander,SAN.MC,2014-10-20,Dividend/Bonus Issue,0.142329
Banco Santander,SAN.MC,2015-01-14,Dividend/Bonus Issue,0.137616
