Function,Best,Worst,Average,Std. Dev.
Rastrigin,2.4218522760577343e-06,2.2368276642638314,0.6473053980481672,0.6905912770182047
Rosenbrock,0.0003279183856354118,5.063273520790824,0.5354838494687423,0.9867574976633375
Himmelblau,7.753381937067144e-08,0.989042970471192,0.07961674992264227,0.21079660477808368
