muteProb,crossProb,AvgFit,StdDev,BestFitness,WorstFit
0.01,0.7,0.16129608397734735,0.3791844262964595,1.4105645006272873e-06,1.4473608004531684
0.01,0.8,0.06848868259225019,0.26703273718281456,7.753381937067144e-08,1.483467537892169
0.01,0.9,0.07313712046294125,0.19638925106155183,1.7435943775754763e-07,1.013389356023694
0.02,0.7,0.05329200956544092,0.26522229332016894,7.753381937067144e-08,1.4810987808897715
0.02,0.8,0.046531429832403375,0.1380835134193071,7.753381937067144e-08,0.6657670722198826
0.02,0.9,0.07421131391298394,0.28133360605169844,7.753381937067144e-08,1.4467100504705939
0.05,0.7,0.03864986702685128,0.13252959709398868,7.753381937067144e-08,0.6657670722198826
0.05,0.8,0.00048623428061321414,0.0019446025423712206,7.753381937067144e-08,0.010664706786875729
0.05,0.9,0.00035621687249651603,0.0019142392518203104,7.753381937067144e-08,0.010664706786875729
